OID_, id,area,address,unit,civic_number,street,address_above_door,business_name,retailgroup,floor_area_sf,year_recorded
1654,1709,Commercial Drive BIA,1725 COMMERCIAL DRIVE,N/A,1725,COMMERCIAL DRIVE,1725 COMMERCIAL DRIVE,NT Pawnbrokers,Comparison Goods,1800,2022
1655,1710,Commercial Drive BIA,1728 COMMERCIAL DRIVE,N/A,1728,COMMERCIAL DRIVE,1728 COMMERCIAL DRIVE,Vacant,Vacant,3000,2022
1656,1711,Commercial Drive BIA,1729 COMMERCIAL DRIVE,N/A,1729,COMMERCIAL DRIVE,1729 COMMERCIAL DRIVE,J N & Z Deli,Food & Beverage,1500,2022
1657,1712,Commercial Drive BIA,1730 COMMERCIAL DRIVE,N/A,1730,COMMERCIAL DRIVE,1730 COMMERCIAL DRIVE,Persia Foods,Convenience Goods,4000,2022
1658,1713,Commercial Drive BIA,1733 COMMERCIAL DRIVE,N/A,1733,COMMERCIAL DRIVE,1733 COMMERCIAL DRIVE,Vacant,Vacant,1500,2022
1659,1714,Commercial Drive BIA,1735 COMMERCIAL DRIVE,N/A,1735,COMMERCIAL DRIVE,1733 COMMERCIAL DRIVE,Kush Klub,Convenience Goods,1500,2022
1660,1715,Commercial Drive BIA,1736 COMMERCIAL DRIVE,N/A,1736,COMMERCIAL DRIVE,1736 COMMERCIAL DRIVE,Take Thai Home,Food & Beverage,1500,2022
1661,1716,Commercial Drive BIA,1740 COMMERCIAL DRIVE,N/A,1740,COMMERCIAL DRIVE,1740 COMMERCIAL DRIVE,Crafts & Souvenirs,Comparison Goods,925,2022
1662,1717,Commercial Drive BIA,1744 COMMERCIAL DRIVE,N/A,1744,COMMERCIAL DRIVE,1744 COMMERCIAL DRIVE,Pulp Fiction,Comparison Goods,1800,2022
1663,1718,Commercial Drive BIA,1745 COMMERCIAL DRIVE,N/A,1745,COMMERCIAL DRIVE,1745 COMMERCIAL DRIVE,Calabria Express Coffee Ltd.,Food & Beverage,3000,2022
1664,1719,Commercial Drive BIA,1748 COMMERCIAL DRIVE,N/A,1748,COMMERCIAL DRIVE,1748 COMMERCIAL DRIVE,Vacant UC,Vacant UC,1800,2022
1665,1720,Commercial Drive BIA,1752 COMMERCIAL DRIVE,N/A,1752,COMMERCIAL DRIVE,1752 COMMERCIAL DRIVE,Sal y limon,Food & Beverage,2500,2022
1666,1721,Commercial Drive BIA,1791 COMMERCIAL DRIVE,N/A,1791,COMMERCIAL DRIVE,1791 COMMERCIAL DRIVE,La Grotta,Convenience Goods,1500,2022
1667,1722,Commercial Drive BIA,1795 COMMERCIAL DRIVE,N/A,1795,COMMERCIAL DRIVE,1795 COMMERCIAL DRIVE,Fratelli's Italian Bakery,Convenience Goods,1800,2022
1668,1723,Commercial Drive BIA,1803 COMMERCIAL DRIVE,N/A,1803,COMMERCIAL DRIVE,1803 COMMERCIAL DRIVE,Rufus,Comparison Goods,6000,2022
1669,1724,Commercial Drive BIA,1806 COMMERCIAL DRIVE,N/A,1806,COMMERCIAL DRIVE,1806 COMMERCIAL DRIVE,Continental Coffee Inc. ,Food & Beverage,3500,2022
1670,1725,Commercial Drive BIA,1812 COMMERCIAL DRIVE,N/A,1812,COMMERCIAL DRIVE,1812 COMMERCIAL DRIVE,Social,Food & Beverage,3000,2022
1671,1726,Commercial Drive BIA,1815 COMMERCIAL DRIVE,N/A,1815,COMMERCIAL DRIVE,1815 COMMERCIAL DRIVE,Park Drive,Food & Beverage,1800,2022
1672,1727,Commercial Drive BIA,1816 COMMERCIAL DRIVE,N/A,1816,COMMERCIAL DRIVE,1816 COMMERCIAL DRIVE,Vacant ,Vacant,1500,2022
1673,1728,Commercial Drive BIA,1818 COMMERCIAL DRIVE,N/A,1818,COMMERCIAL DRIVE,1818 COMMERCIAL DRIVE,The Cannibal Cafe,Food & Beverage,1500,2022
1674,1729,Commercial Drive BIA,1824 COMMERCIAL DRIVE,N/A,1824,COMMERCIAL DRIVE,1824 COMMERCIAL DRIVE,Mediterranean Specialty Food,Convenience Goods,3000,2022
1675,1730,Commercial Drive BIA,1830 COMMERCIAL DRIVE,N/A,1830,COMMERCIAL DRIVE,1830 COMMERCIAL DRIVE,My Sister's Closet,Comparison Goods,1000,2022
1676,1731,Commercial Drive BIA,1832 COMMERCIAL DRIVE,N/A,1832,COMMERCIAL DRIVE,1832 COMMERCIAL DRIVE,Vacant ,Vacant,1000,2022
1677,1732,Commercial Drive BIA,1836 COMMERCIAL DRIVE,N/A,1836,COMMERCIAL DRIVE,1836 COMMERCIAL DRIVE,Kojima Sushi,Food & Beverage,3500,2022
1678,1733,Commercial Drive BIA,1839 COMMERCIAL DRIVE,N/A,1839,COMMERCIAL DRIVE,1839 COMMERCIAL DRIVE,East Van Inc.,Service Commercial,500,2022
1679,1734,Commercial Drive BIA,1840 COMMERCIAL DRIVE,N/A,1840,COMMERCIAL DRIVE,1840 COMMERCIAL DRIVE,Next Tattoo,Service Commercial,1500,2022
1680,1735,Commercial Drive BIA,1850 COMMERCIAL DRIVE,N/A,1850,COMMERCIAL DRIVE,1850 COMMERCIAL DRIVE,Canada Tax,Service Commercial,1000,2022
1681,1736,Commercial Drive BIA,1851 COMMERCIAL DRIVE,N/A,1851,COMMERCIAL DRIVE,1851 COMMERCIAL DRIVE,Vacant UC,Vacant UC,1500,2022
1682,1737,Commercial Drive BIA,1855 COMMERCIAL DRIVE,N/A,1855,COMMERCIAL DRIVE,1855 COMMERCIAL DRIVE,Nunu's Hair Studio,Service Commercial,1000,2022
1683,1738,Commercial Drive BIA,1858 COMMERCIAL DRIVE,N/A,1858,COMMERCIAL DRIVE,1858 COMMERCIAL DRIVE,Vacant,Vacant,2500,2022
1684,1739,Commercial Drive BIA,1859 COMMERCIAL DRIVE,N/A,1859,COMMERCIAL DRIVE,1859 COMMERCIAL DRIVE,Delhi Fusion Indian Cuisine,Food & Beverage,1500,2022
1685,1740,Commercial Drive BIA,1861 COMMERCIAL DRIVE,N/A,1861,COMMERCIAL DRIVE,1861 COMMERCIAL DRIVE,Sushi Ninja,Food & Beverage,1000,2022
1686,1741,Commercial Drive BIA,1865 COMMERCIAL DRIVE,N/A,1865,COMMERCIAL DRIVE,1865 COMMERCIAL DRIVE,Giancarlo's Sports Bar,Food & Beverage,1500,2022
1687,1742,Commercial Drive BIA,1875 COMMERCIAL DRIVE,N/A,1875,COMMERCIAL DRIVE,1875 COMMERCIAL DRIVE,Cowboy's Smoke Shop,Convenience Goods,1000,2022
1688,1743,Commercial Drive BIA,1885 COMMERCIAL DRIVE,N/A,1885,COMMERCIAL DRIVE,1885 COMMERCIAL DRIVE,Belgian Fries,Food & Beverage,3000,2022
1689,1744,Commercial Drive BIA,1900 COMMERCIAL DRIVE,N/A,1900,COMMERCIAL DRIVE,1900 COMMERCIAL DRIVE,First Ravioli Easy Smoke Shop,Convenience Goods,2500,2022
1690,1745,Commercial Drive BIA,1905 COMMERCIAL DRIVE,N/A,1905,COMMERCIAL DRIVE,1905 COMMERCIAL DRIVE,Hi-Light Autobody (2003) Ltd. ,Automotive Goods & Services,4000,2022
1691,1746,Commercial Drive BIA,1906 COMMERCIAL DRIVE,N/A,1906,COMMERCIAL DRIVE,1906 COMMERCIAL DRIVE,Quidditas,Convenience Goods,2500,2022
1692,1747,Commercial Drive BIA,1910 COMMERCIAL DRIVE,N/A,1910,COMMERCIAL DRIVE,1910 COMMERCIAL DRIVE,Spin Cycle Laundry ,Service Commercial,2500,2022
1693,1748,Commercial Drive BIA,1912 COMMERCIAL DRIVE,N/A,1912,COMMERCIAL DRIVE,1912 COMMERCIAL DRIVE,Lacabana,Service Commercial,1500,2022
1694,1749,Commercial Drive BIA,1914 COMMERCIAL DRIVE,N/A,1914,COMMERCIAL DRIVE,1914 COMMERCIAL DRIVE,4 Brother's Pizza,Food & Beverage,1500,2022
1695,1750,Commercial Drive BIA,1918 COMMERCIAL DRIVE,N/A,1918,COMMERCIAL DRIVE,1918 COMMERCIAL DRIVE,Fire Pizza,Food & Beverage,1500,2022
1696,1751,Commercial Drive BIA,1928 COMMERCIAL DRIVE,N/A,1928,COMMERCIAL DRIVE,1928 COMMERCIAL DRIVE,Ollie Quinn Canada Inc. ,Comparison Goods,2000,2022
1697,1752,Commercial Drive BIA,1929 COMMERCIAL DRIVE,N/A,1929,COMMERCIAL DRIVE,1929 COMMERCIAL DRIVE,Vacant ,Vacant,1000,2022
1698,1753,Commercial Drive BIA,1937 COMMERCIAL DRIVE,N/A,1937,COMMERCIAL DRIVE,1937 COMMERCIAL DRIVE,Vacant,Vacant,1000,2022
1699,1754,Commercial Drive BIA,1938 COMMERCIAL DRIVE,N/A,1938,COMMERCIAL DRIVE,1938 COMMERCIAL DRIVE,Prado Cafe,Food & Beverage,2500,2022
1700,1755,Commercial Drive BIA,1945 COMMERCIAL DRIVE,N/A,1945,COMMERCIAL DRIVE,1945 COMMERCIAL DRIVE,Riddim & Spice,Food & Beverage,1500,2022
1701,1756,Commercial Drive BIA,1949 COMMERCIAL DRIVE,N/A,1949,COMMERCIAL DRIVE,1949 COMMERCIAL DRIVE,Jefferson's Barber Shop,Service Commercial,500,2022
1702,1757,Commercial Drive BIA,1961 COMMERCIAL DRIVE,N/A,1961,COMMERCIAL DRIVE,1961 COMMERCIAL DRIVE,Vapester Smoke Shop,Convenience Goods,2500,2022
1703,1758,Commercial Drive BIA,1969 COMMERCIAL DRIVE,N/A,1969,COMMERCIAL DRIVE,1969 COMMERCIAL DRIVE,Afro Hair Studio,Service Commercial,1200,2022
1704,1759,Commercial Drive BIA,1977 COMMERCIAL DRIVE,N/A,1977,COMMERCIAL DRIVE,1977 COMMERCIAL DRIVE,Community Policing Centre,Service Commercial,1000,2022
1705,1760,Commercial Drive BIA,1983 COMMERCIAL DRIVE,N/A,1983,COMMERCIAL DRIVE,1983 COMMERCIAL DRIVE,Commercial St Dollar Store,Comparison Goods,2500,2022
1706,1761,Commercial Drive BIA,1997 COMMERCIAL DRIVE,N/A,1997,COMMERCIAL DRIVE,1997 COMMERCIAL DRIVE,Drive Skate Shop,Comparison Goods,3000,2022
1707,1762,Commercial Drive BIA,2001 COMMERCIAL DRIVE,N/A,2001,COMMERCIAL DRIVE,2001 COMMERCIAL DRIVE,Van Fade,Service Commercial,2500,2022
1708,1763,Commercial Drive BIA,2005 COMMERCIAL DRIVE,N/A,2005,COMMERCIAL DRIVE,2005 COMMERCIAL DRIVE,H & R Block,Service Commercial,2500,2022
1709,1764,Commercial Drive BIA,2010 COMMERCIAL DRIVE,N/A,2010,COMMERCIAL DRIVE,2010 COMMERCIAL DRIVE,Canterbury Tales Bookstore,Comparison Goods,2000,2022
1710,1765,Commercial Drive BIA,2012 COMMERCIAL DRIVE,N/A,2012,COMMERCIAL DRIVE,2012 COMMERCIAL DRIVE,Bonerattle Music,Comparison Goods,1500,2022
1711,1766,Commercial Drive BIA,2013 COMMERCIAL DRIVE,N/A,2013,COMMERCIAL DRIVE,2013 COMMERCIAL DRIVE,Best Falafel,Food & Beverage,1000,2022
1712,1767,Commercial Drive BIA,2016 COMMERCIAL DRIVE,N/A,2016,COMMERCIAL DRIVE,2016 COMMERCIAL DRIVE,Audiopile Records,Comparison Goods,1500,2022
1713,1768,Commercial Drive BIA,2017 COMMERCIAL DRIVE,N/A,2017,COMMERCIAL DRIVE,2017 COMMERCIAL DRIVE,Holy Smoke Bangladesh Cuisine,Food & Beverage,1000,2022
1714,1769,Commercial Drive BIA,2018 COMMERCIAL DRIVE,N/A,2018,COMMERCIAL DRIVE,2018 COMMERCIAL DRIVE,Tierra Del Sol,Comparison Goods,1000,2022
1715,1770,Commercial Drive BIA,2021 COMMERCIAL DRIVE,N/A,2021,COMMERCIAL DRIVE,2021 COMMERCIAL DRIVE,East End Pharmacy,Convenience Goods,1000,2022
1716,1771,Commercial Drive BIA,2052 COMMERCIAL DRIVE,N/A,2052,COMMERCIAL DRIVE,2052 COMMERCIAL DRIVE,Kokopelli Salon,Service Commercial,2500,2022
1717,1772,Commercial Drive BIA,2054 COMMERCIAL DRIVE,N/A,2054,COMMERCIAL DRIVE,2054 COMMERCIAL DRIVE,Kishimoto Japanese Restaurant,Food & Beverage,1800,2022
1718,1773,Commercial Drive BIA,2055 COMMERCIAL DRIVE,N/A,2055,COMMERCIAL DRIVE,2055 COMMERCIAL DRIVE,UPS,Service Commercial,1500,2022
1719,1774,Commercial Drive BIA,2057 COMMERCIAL DRIVE,N/A,2057,COMMERCIAL DRIVE,2057 COMMERCIAL DRIVE,Vacant ,Vacant,1500,2022
1720,1775,Commercial Drive BIA,2058 COMMERCIAL DRIVE,N/A,2058,COMMERCIAL DRIVE,2058 COMMERCIAL DRIVE,Vacant ,Vacant,1000,2022
1721,1776,Commercial Drive BIA,2062 COMMERCIAL DRIVE,N/A,2062,COMMERCIAL DRIVE,2062 COMMERCIAL DRIVE,Rinconcito,Food & Beverage,1800,2022
1722,1777,Commercial Drive BIA,2064 COMMERCIAL DRIVE,N/A,2064,COMMERCIAL DRIVE,2064 COMMERCIAL DRIVE,The Drive Smoke Shop Ltd.,Convenience Goods,1800,2022
1723,1778,Commercial Drive BIA,2066 COMMERCIAL DRIVE,N/A,2066,COMMERCIAL DRIVE,2066 COMMERCIAL DRIVE,Siddhartha's Kitchen,Food & Beverage,2000,2022
1724,1779,Commercial Drive BIA,2068 COMMERCIAL DRIVE,N/A,2068,COMMERCIAL DRIVE,2068 COMMERCIAL DRIVE,Sushi Ville,Food & Beverage,3000,2022
1725,1780,Commercial Drive BIA,2080 COMMERCIAL DRIVE,N/A,2080,COMMERCIAL DRIVE,2080 COMMERCIAL DRIVE,Elephant Garden Creamery,Convenience Goods,1200,2022
1726,1781,Commercial Drive BIA,2082 COMMERCIAL DRIVE,N/A,2082,COMMERCIAL DRIVE,2082 COMMERCIAL DRIVE,La Pache Pizza,Food & Beverage,1000,2022
1727,1782,Commercial Drive BIA,2085 COMMERCIAL DRIVE,N/A,2085,COMMERCIAL DRIVE,2085 COMMERCIAL DRIVE,East Van Dental,Service Commercial,1500,2022
1728,1783,Commercial Drive BIA,2088 COMMERCIAL DRIVE,N/A,2088,COMMERCIAL DRIVE,2088 COMMERCIAL DRIVE,Grounds For Coffee,Food & Beverage,3000,2022
1729,1784,Commercial Drive BIA,2089 COMMERCIAL DRIVE,N/A,2089,COMMERCIAL DRIVE,2089 COMMERCIAL DRIVE,Gamma Printing,Service Commercial,1500,2022
1730,1785,Commercial Drive BIA,2091 COMMERCIAL DRIVE,N/A,2091,COMMERCIAL DRIVE,2091 COMMERCIAL DRIVE,Blossom Market,Convenience Goods,1500,2022
1731,1786,Commercial Drive BIA,2095 COMMERCIAL DRIVE,N/A,2095,COMMERCIAL DRIVE,2095 COMMERCIAL DRIVE,Tangent Cafe,Food & Beverage,3500,2022
1732,1787,Commercial Drive BIA,2096 COMMERCIAL DRIVE,N/A,2096,COMMERCIAL DRIVE,2096 COMMERCIAL DRIVE,Café Deux Soleils,Food & Beverage,4000,2022
1733,1788,Commercial Drive BIA,2098 COMMERCIAL DRIVE,N/A,2098,COMMERCIAL DRIVE,2098 COMMERCIAL DRIVE,Vap Distributor (1987) Ltd. ,Automotive Goods & Services,2000,2022
1734,1789,Commercial Drive BIA,2105 COMMERCIAL DRIVE,N/A,2105,COMMERCIAL DRIVE,2105 COMMERCIAL DRIVE,Vacant,Vacant,1000,2022
1735,1790,Commercial Drive BIA,2106 COMMERCIAL DRIVE,N/A,2106,COMMERCIAL DRIVE,2106 COMMERCIAL DRIVE,Work B.C. - Drive Youth Employment Services,Service Commercial,1800,2022
1736,1791,Commercial Drive BIA,2111 COMMERCIAL DRIVE,N/A,2111,COMMERCIAL DRIVE,2111 COMMERCIAL DRIVE,Vacant,Vacant,1200,2022
1737,1792,Commercial Drive BIA,2115 COMMERCIAL DRIVE,N/A,2115,COMMERCIAL DRIVE,2115 COMMERCIAL DRIVE,Pacific One Stop Solutions Ink and Toner Refill,Comparison Goods,1500,2022
1738,1793,Commercial Drive BIA,2120 COMMERCIAL DRIVE,N/A,2120,COMMERCIAL DRIVE,2120 COMMERCIAL DRIVE,JQ Clothing,Comparison Goods,2500,2022
1739,1794,Commercial Drive BIA,2125 COMMERCIAL DRIVE,N/A,2125,COMMERCIAL DRIVE,2125 COMMERCIAL DRIVE,National Massage Chairs,Comparison Goods,1500,2022
1740,1795,Commercial Drive BIA,2137 COMMERCIAL DRIVE,N/A,2137,COMMERCIAL DRIVE,2137 COMMERCIAL DRIVE,Eggs Canna,Convenience Goods,2000,2022
1741,1796,Commercial Drive BIA,2149 COMMERCIAL DRIVE,N/A,2149,COMMERCIAL DRIVE,2149 COMMERCIAL DRIVE,Harambe,Food & Beverage,3000,2022
1742,1797,Commercial Drive BIA,2160 COMMERCIAL DRIVE,N/A,2160,COMMERCIAL DRIVE,2160 COMMERCIAL DRIVE,Canada Post Distribution Centre,Service Commercial,7500,2022
1743,1798,Commercial Drive BIA,2193 COMMERCIAL DRIVE,N/A,2193,COMMERCIAL DRIVE,2193 COMMERCIAL DRIVE,Jenny's Nails On The Drive ,Service Commercial,500,2022
1744,1799,Commercial Drive BIA,2195 COMMERCIAL DRIVE,N/A,2195,COMMERCIAL DRIVE,2195 COMMERCIAL DRIVE,Grandview Lanes,Entertainment and Leisure,12000,2022
1745,1800,Commercial Drive BIA,2205 COMMERCIAL DRIVE,N/A,2205,COMMERCIAL DRIVE,2205 COMMERCIAL DRIVE,Royal Canadian Legion,Food & Beverage,6000,2022
1746,1801,Commercial Drive BIA,2206 COMMERCIAL DRIVE,N/A,2206,COMMERCIAL DRIVE,2206 COMMERCIAL DRIVE,JJ Bean,Food & Beverage,2500,2022
1747,1802,Commercial Drive BIA,2210 COMMERCIAL DRIVE,N/A,2210,COMMERCIAL DRIVE,2210 COMMERCIAL DRIVE,Dollar Grocers,Convenience Goods,4500,2022
1748,1803,Commercial Drive BIA,2211 COMMERCIAL DRIVE,N/A,2211,COMMERCIAL DRIVE,2211 COMMERCIAL DRIVE,Universal Technology,Comparison Goods,3000,2022
1749,1804,Commercial Drive BIA,2223 COMMERCIAL DRIVE,N/A,2223,COMMERCIAL DRIVE,2223 COMMERCIAL DRIVE,Cantina Cannabis ,Convenience Goods,2000,2022
1750,1805,Commercial Drive BIA,2235 COMMERCIAL DRIVE,N/A,2235,COMMERCIAL DRIVE,2235 COMMERCIAL DRIVE,Vape Street,Convenience Goods,800,2022
1751,1806,Commercial Drive BIA,2239 COMMERCIAL DRIVE,N/A,2239,COMMERCIAL DRIVE,2239 COMMERCIAL DRIVE,Heather Hair Design ,Service Commercial,800,2022
1752,1807,Commercial Drive BIA,2240 COMMERCIAL DRIVE,N/A,2240,COMMERCIAL DRIVE,2240 COMMERCIAL DRIVE,Pet Pantry,Comparison Goods,2061,2022
1753,1808,Commercial Drive BIA,2242 COMMERCIAL DRIVE,N/A,2242,COMMERCIAL DRIVE,2242 COMMERCIAL DRIVE,Elsa Hair Salon,Service Commercial,1200,2022
1754,1809,Commercial Drive BIA,2245 COMMERCIAL DRIVE,N/A,2245,COMMERCIAL DRIVE,2245 COMMERCIAL DRIVE,Vacant ,Vacant,1000,2022
1755,1810,Commercial Drive BIA,2247 COMMERCIAL DRIVE,N/A,2247,COMMERCIAL DRIVE,2247 COMMERCIAL DRIVE,Juno Provisions,Food & Beverage,1000,2022
1756,1811,Commercial Drive BIA,2248 COMMERCIAL DRIVE,N/A,2248,COMMERCIAL DRIVE,2248 COMMERCIAL DRIVE,CCEC Credit Union,Service Commercial,4000,2022
1757,1812,Commercial Drive BIA,2260 COMMERCIAL DRIVE,N/A,2260,COMMERCIAL DRIVE,2260 COMMERCIAL DRIVE,The Physio Shop,Service Commercial,1036,2022
1758,1813,Commercial Drive BIA,2270 COMMERCIAL DRIVE,N/A,2270,COMMERCIAL DRIVE,2270 COMMERCIAL DRIVE,B House Restaurant,Food & Beverage,1004,2022
1759,1814,Commercial Drive BIA,2277 COMMERCIAL DRIVE,N/A,2277,COMMERCIAL DRIVE,2277 COMMERCIAL DRIVE,Vacant,Vacant,2000,2022
1760,1815,Commercial Drive BIA,2279 COMMERCIAL DRIVE,N/A,2279,COMMERCIAL DRIVE,2279 COMMERCIAL DRIVE,City Avenue Market,Convenience Goods,7500,2022
1761,1816,Commercial Drive BIA,2280 COMMERCIAL DRIVE,N/A,2280,COMMERCIAL DRIVE,2280 COMMERCIAL DRIVE,Loku Japanese,Food & Beverage,1086,2022
1762,1817,Commercial Drive BIA,2282 COMMERCIAL DRIVE,N/A,2282,COMMERCIAL DRIVE,2282 COMMERCIAL DRIVE,Spice Beauty Bar,Service Commercial,1500,2022
1763,1818,Commercial Drive BIA,2283 COMMERCIAL DRIVE,N/A,2283,COMMERCIAL DRIVE,2283 COMMERCIAL DRIVE,Vacant,Vacant,500,2022
1764,1819,Commercial Drive BIA,2285 COMMERCIAL DRIVE,N/A,2285,COMMERCIAL DRIVE,2285 COMMERCIAL DRIVE,Mr Greek Donair Store,Food & Beverage,1500,2022
1765,1820,Commercial Drive BIA,2287 COMMERCIAL DRIVE,N/A,2287,COMMERCIAL DRIVE,2287 COMMERCIAL DRIVE,Express News Convenience,Convenience Goods,1000,2022
1766,1821,Commercial Drive BIA,2290 COMMERCIAL DRIVE,N/A,2290,COMMERCIAL DRIVE,2290 COMMERCIAL DRIVE,Jamjar,Food & Beverage,1709,2022
1767,1822,Commercial Drive BIA,2350 COMMERCIAL DRIVE,N/A,2350,COMMERCIAL DRIVE,2350 COMMERCIAL DRIVE,Ministry of Social Development,Non-retail,7500,2022
1768,1823,Commercial Drive BIA,2360 COMMERCIAL DRIVE,N/A,2360,COMMERCIAL DRIVE,2360 COMMERCIAL DRIVE,St. Augustine's,Food & Beverage,4000,2022
1769,1824,Commercial Drive BIA,2430 COMMERCIAL DRIVE,N/A,2430,COMMERCIAL DRIVE,2430 COMMERCIAL DRIVE,Booster Juice,Food & Beverage,500,2022
1770,1825,Commercial Drive BIA,2440 COMMERCIAL DRIVE,N/A,2440,COMMERCIAL DRIVE,2440 COMMERCIAL DRIVE,Megabite Pizza,Food & Beverage,1000,2022
1771,1826,Commercial Drive BIA,2450 COMMERCIAL DRIVE,N/A,2450,COMMERCIAL DRIVE,2450 COMMERCIAL DRIVE,Donair Dude,Food & Beverage,1000,2022
1772,1827,Commercial Drive BIA,2453 COMMERCIAL DRIVE,N/A,2453,COMMERCIAL DRIVE,2453 COMMERCIAL DRIVE,Broadway Station Eye Care,Comparison Goods,1000,2022
1773,1828,Commercial Drive BIA,2470 COMMERCIAL DRIVE,N/A,2470,COMMERCIAL DRIVE,2470 COMMERCIAL DRIVE,Blenz Denman,Food & Beverage,1000,2022
1774,1829,Commercial Drive BIA,2501 COMMERCIAL DRIVE,N/A,2501,COMMERCIAL DRIVE,2501 COMMERCIAL DRIVE,Bank of Montreal,Service Commercial,4000,2022
1775,1830,Commercial Drive BIA,2516 COMMERCIAL DRIVE,N/A,2516,COMMERCIAL DRIVE,2516 COMMERCIAL DRIVE,Alberto Pharmacy,Convenience Goods,800,2022
1776,1831,Commercial Drive BIA,2516 COMMERCIAL DRIVE,N/A,2516,COMMERCIAL DRIVE,2516 COMMERCIAL DRIVE,Broadway Station Medical Clinic,Service Commercial,2000,2022
1777,1832,Commercial Drive BIA,2517 COMMERCIAL DRIVE,N/A,2517,COMMERCIAL DRIVE,2517 COMMERCIAL DRIVE,Vacant,Vacant,2500,2022
1778,1833,Commercial Drive BIA,2561 COMMERCIAL DRIVE,N/A,2561,COMMERCIAL DRIVE,2561 COMMERCIAL DRIVE,A & B Dental Clinic,Service Commercial,1500,2022
1779,1834,Commercial Drive BIA,2569 COMMERCIAL DRIVE,N/A,2569,COMMERCIAL DRIVE,2569 COMMERCIAL DRIVE,Subway,Food & Beverage,1500,2022
1780,1835,Commercial Drive BIA,2570 COMMERCIAL DRIVE,N/A,2570,COMMERCIAL DRIVE,2570 COMMERCIAL DRIVE,McDonald's Restaurants,Food & Beverage,3000,2022
1781,1836,Commercial Drive BIA,2575 COMMERCIAL DRIVE,N/A,2575,COMMERCIAL DRIVE,2575 COMMERCIAL DRIVE,Commercial Sushi,Food & Beverage,1800,2022
1782,1837,Commercial Drive BIA,2580 COMMERCIAL DRIVE,N/A,2580,COMMERCIAL DRIVE,2580 COMMERCIAL DRIVE,Quizno's Subs,Food & Beverage,1500,2022
1783,1838,Commercial Drive BIA,2582 COMMERCIAL DRIVE,N/A,2582,COMMERCIAL DRIVE,2582 COMMERCIAL DRIVE,Yummy Slice Pizza,Food & Beverage,800,2022
1784,1839,Commercial Drive BIA,2586 COMMERCIAL DRIVE,N/A,2586,COMMERCIAL DRIVE,2586 COMMERCIAL DRIVE,Daddy's Kitchen,Food & Beverage,1000,2022
1785,1840,Commercial Drive BIA,2590 COMMERCIAL DRIVE,N/A,2590,COMMERCIAL DRIVE,2590 COMMERCIAL DRIVE,Vacant,Vacant,1800,2022
1786,1841,Commercial Drive BIA,2591 COMMERCIAL DRIVE,N/A,2591,COMMERCIAL DRIVE,2591 COMMERCIAL DRIVE,Maggie's Pharmacy Ltd.,Convenience Goods,1500,2022
1787,1842,Commercial Drive BIA,2595 COMMERCIAL DRIVE,N/A,2595,COMMERCIAL DRIVE,2595 COMMERCIAL DRIVE,Money mart,Service Commercial,1500,2022
1788,1843,Commercial Drive BIA,2601 COMMERCIAL DRIVE,N/A,2601,COMMERCIAL DRIVE,2601 COMMERCIAL DRIVE,Circle K,Convenience Goods,2500,2022
1789,1844,Commercial Drive BIA,2606 COMMERCIAL DRIVE,N/A,2606,COMMERCIAL DRIVE,2606 COMMERCIAL DRIVE,Dollar Tree,Comparison Goods,5000,2022
1790,1845,Commercial Drive BIA,2618 COMMERCIAL DRIVE,N/A,2618,COMMERCIAL DRIVE,2618 COMMERCIAL DRIVE,Dr. Eddy Lam Inc.,Service Commercial,1500,2022
1791,1846,Commercial Drive BIA,2620 COMMERCIAL DRIVE,N/A,2620,COMMERCIAL DRIVE,2620 COMMERCIAL DRIVE,Alberto Pharmacy,Convenience Goods,500,2022
1792,1847,Commercial Drive BIA,2621 COMMERCIAL DRIVE,N/A,2621,COMMERCIAL DRIVE,2621 COMMERCIAL DRIVE,Solo Market,Convenience Goods,3000,2022
1793,1848,Commercial Drive BIA,2627 COMMERCIAL DRIVE,N/A,2627,COMMERCIAL DRIVE,2627 COMMERCIAL DRIVE,Kyle's Café,Food & Beverage,2500,2022
1794,1849,Commercial Drive BIA,2633 COMMERCIAL DRIVE,N/A,2633,COMMERCIAL DRIVE,2633 COMMERCIAL DRIVE,Vacant,Vacant,1228,2022
1795,1850,Commercial Drive BIA,2637 COMMERCIAL DRIVE,N/A,2637,COMMERCIAL DRIVE,2637 COMMERCIAL DRIVE,Vacant,Vacant,1228,2022
1796,1851,Commercial Drive BIA,2641 COMMERCIAL DRIVE,N/A,2641,COMMERCIAL DRIVE,2641 COMMERCIAL DRIVE,A-1 Trade & Loan Ltd.,Comparison Goods,2500,2022
1797,1852,Commercial Drive BIA,2655 COMMERCIAL DRIVE,N/A,2655,COMMERCIAL DRIVE,2655 COMMERCIAL DRIVE,Tonume Integrated Health,Service Commercial,5000,2022
1798,1853,Commercial Drive BIA,2703 COMMERCIAL DRIVE,N/A,2703,COMMERCIAL DRIVE,2703 COMMERCIAL DRIVE,Commercial Health Centre,Service Commercial,2500,2022
1799,1854,Commercial Drive BIA,2707 COMMERCIAL DRIVE,N/A,2707,COMMERCIAL DRIVE,2707 COMMERCIAL DRIVE,Baby Dahl roti shop,Food & Beverage,800,2022
1800,1855,Commercial Drive BIA,2709 COMMERCIAL DRIVE,N/A,2709,COMMERCIAL DRIVE,2709 COMMERCIAL DRIVE,Ice Kol Kut,Service Commercial,1000,2022
